,PV Production (W/m2),Performance Ratio,Capacity Factor,Temperature (C),POA Irradiance (W/m2)
2020-01-01 00:00:00,0.0,,0.0,19.4,0.0
2020-01-01 01:00:00,0.0,,0.0,19.11,0.0
2020-01-01 02:00:00,0.0,,0.0,18.99,0.0
2020-01-01 03:00:00,0.0,,0.0,18.21,0.0
2020-01-01 04:00:00,0.0,,0.0,18.22,0.0
2020-01-01 05:00:00,0.0,,0.0,18.05,0.0
2020-01-01 06:00:00,0.0,,0.0,17.94,0.0
2020-01-01 07:00:00,20.115790472155776,0.838856983826346,0.0914354112370717,23.945999999999998,109.0
2020-01-01 08:00:00,62.20573352398483,0.7832285371594445,0.28275333419993104,40.594539999999995,361.01
2020-01-01 09:00:00,96.05540228582176,0.7240600735237449,0.4366154649355534,58.30254000000001,603.01
2020-01-01 10:00:00,121.07746903333714,0.6862160471436943,0.5503521319697142,69.62854,802.01
2020-01-01 11:00:00,137.89504791023413,0.6577010443953851,0.626795672319246,78.16254,953.01
2020-01-01 12:00:00,146.6392788621626,0.639056362495272,0.6665421766461936,83.74254,1043.01
2020-01-01 13:00:00,142.2529067482267,0.644021594986951,0.6466041215828486,82.25654,1004.01
2020-01-01 14:00:00,131.63303904086777,0.6618643550849084,0.598331995640308,76.91654,904.01
2020-01-01 15:00:00,114.51308822157594,0.6885015242798371,0.5205140373707997,68.94454,756.01
2020-01-01 16:00:00,88.81963231950127,0.7248085338724233,0.4037256014522785,58.078540000000004,557.01
2020-01-01 17:00:00,14.804654223608875,0.8107696727058529,0.06729388283458579,32.352000000000004,83.0
2020-01-01 18:00:00,6.332255222449832,0.8223708081103678,0.02878297828386287,28.88,35.0
2020-01-01 19:00:00,0.0,,0.0,26.07,0.0
2020-01-01 20:00:00,0.0,,0.0,25.21,0.0
2020-01-01 21:00:00,0.0,,0.0,22.53,0.0
2020-01-01 22:00:00,0.0,,0.0,21.59,0.0
2020-01-01 23:00:00,0.0,,0.0,20.62,0.0
2020-01-02 00:00:00,0.0,,0.0,19.9,0.0
2020-01-02 01:00:00,0.0,,0.0,19.47,0.0
2020-01-02 02:00:00,0.0,,0.0,19.32,0.0
2020-01-02 03:00:00,0.0,,0.0,19.33,0.0
2020-01-02 04:00:00,0.0,,0.0,18.45,0.0
2020-01-02 05:00:00,0.0,,0.0,18.43,0.0
2020-01-02 06:00:00,0.0,,0.0,18.43,0.0
2020-01-02 07:00:00,14.272952669784935,0.8425591894796302,0.06487705758993152,22.838,77.0
2020-01-02 08:00:00,29.983358590112353,0.8160957700085016,0.1362879935914198,30.758,167.0
2020-01-02 09:00:00,71.81267877632307,0.7591192259653602,0.32642126716510483,47.81,430.0
2020-01-02 10:00:00,74.55076057760249,0.7530379856323484,0.33886709353455674,49.629999999999995,450.0
2020-01-02 11:00:00,118.40443532081645,0.6926666392934155,0.5382019787309839,67.69800000000001,777.0
2020-01-02 12:00:00,129.20764556778425,0.6712085484040741,0.5873074798535648,74.12,875.0
2020-01-02 13:00:00,129.9572542684833,0.6659693259633253,0.5907147921294695,75.688,887.0
2020-01-02 14:00:00,112.78416369733766,0.6899802012561951,0.512655289533353,68.502,743.0
2020-01-02 15:00:00,89.63264264321097,0.7223778420632735,0.4074211029236862,58.806000000000004,564.0
2020-01-02 16:00:00,75.79844023654759,0.7441433363101079,0.34453836471157995,52.292,463.0
2020-01-02 17:00:00,15.3630264936898,0.8119992861358244,0.0698319386076809,31.984,86.0
2020-01-02 18:00:00,6.513864849140362,0.822457682972268,0.029608476587001647,28.854,36.0
2020-01-02 19:00:00,0.0,,0.0,26.01,0.0
2020-01-02 20:00:00,0.0,,0.0,24.23,0.0
2020-01-02 21:00:00,0.0,,0.0,22.33,0.0
2020-01-02 22:00:00,0.0,,0.0,21.47,0.0
2020-01-02 23:00:00,0.0,,0.0,20.77,0.0
2020-01-03 00:00:00,0.0,,0.0,20.35,0.0
2020-01-03 01:00:00,0.0,,0.0,19.79,0.0
2020-01-03 02:00:00,0.0,,0.0,20.03,0.0
2020-01-03 03:00:00,0.0,,0.0,19.76,0.0
2020-01-03 04:00:00,0.0,,0.0,19.09,0.0
2020-01-03 05:00:00,0.0,,0.0,19.17,0.0
2020-01-03 06:00:00,0.0,,0.0,18.81,0.0
2020-01-03 07:00:00,18.618762183623897,0.8379280910721826,0.08463073719829044,24.224,101.0
2020-01-03 08:00:00,43.00124536653979,0.8010664188997726,0.1954602062115445,35.256,244.0
2020-01-03 09:00:00,33.71163685964269,0.8022759842846903,0.15323471299837585,34.894,191.0
2020-01-03 10:00:00,112.68644899113046,0.700699222678339,0.5122111317778657,65.29400000000001,731.0
2020-01-03 11:00:00,123.47996921600193,0.6803304089035919,0.5612725873454634,71.39,825.0
2020-01-03 12:00:00,112.54734549687043,0.6941368292640338,0.5115788431675928,67.25800000000001,737.0
2020-01-03 13:00:00,77.83543401672827,0.7386167585569204,0.35379742734876485,53.946,479.0
2020-01-03 14:00:00,106.35194290783562,0.6985808125843117,0.48341792230834374,65.92800000000001,692.0
2020-01-03 15:00:00,91.61518205706987,0.7179873201964724,0.41643264571395394,60.120000000000005,580.0
2020-01-03 16:00:00,77.6040687508621,0.7379618557518267,0.35274576704937316,54.141999999999996,478.0
2020-01-03 17:00:00,15.900777879242833,0.8120928436794091,0.07227626308746742,31.956,89.0
2020-01-03 18:00:00,6.7034002699624935,0.8235135466784389,0.030470001227102243,28.538,37.0
2020-01-03 19:00:00,0.0,,0.0,25.28,0.0
2020-01-03 20:00:00,0.0,,0.0,24.82,0.0
2020-01-03 21:00:00,0.0,,0.0,24.24,0.0
2020-01-03 22:00:00,0.0,,0.0,23.68,0.0
2020-01-03 23:00:00,0.0,,0.0,23.25,0.0
2020-01-04 00:00:00,0.0,,0.0,22.24,0.0
2020-01-04 01:00:00,0.0,,0.0,22.13,0.0
2020-01-04 02:00:00,0.0,,0.0,21.73,0.0
2020-01-04 03:00:00,0.0,,0.0,20.05,0.0
2020-01-04 04:00:00,0.0,,0.0,19.71,0.0
2020-01-04 05:00:00,0.0,,0.0,19.77,0.0
2020-01-04 06:00:00,0.0,,0.0,19.95,0.0
2020-01-04 07:00:00,10.540970991718616,0.8405877983826647,0.04791350450781189,23.428,57.0
2020-01-04 08:00:00,37.36833304969358,0.8088383776989952,0.16985605931678902,32.93,210.0
2020-01-04 09:00:00,53.8446682495839,0.7869726432268912,0.24474849204356317,39.474000000000004,311.0
2020-01-04 10:00:00,103.26370743144403,0.7210145749996092,0.4693804883247456,59.214,651.0
2020-01-04 11:00:00,118.71638169897219,0.6953864907390592,0.53961991681351,66.884,776.0
2020-01-04 12:00:00,125.63392542948505,0.6814597821082937,0.5710632974067502,71.052,838.0
2020-01-04 13:00:00,118.18925243595692,0.6896327018085945,0.5372238747088951,68.606,779.0
2020-01-04 14:00:00,123.88055922824609,0.6784258446234726,0.5630934510374822,71.96000000000001,830.0
2020-01-04 15:00:00,94.31161043610176,0.7192770777616059,0.4286891383459171,59.733999999999995,596.0
2020-01-04 16:00:00,65.13158128821486,0.7571678829134487,0.29605264221915845,48.394000000000005,391.0
2020-01-04 17:00:00,22.35208908551333,0.8063524201123136,0.1016004049341515,33.674,126.0
2020-01-04 18:00:00,6.712103794588555,0.8245827757479797,0.03050956270267525,28.218,37.0
2020-01-04 19:00:00,0.0,,0.0,24.85,0.0
2020-01-04 20:00:00,0.0,,0.0,24.65,0.0
2020-01-04 21:00:00,0.0,,0.0,23.8,0.0
2020-01-04 22:00:00,0.0,,0.0,23.39,0.0
2020-01-04 23:00:00,0.0,,0.0,21.74,0.0
2020-01-05 00:00:00,0.0,,0.0,20.91,0.0
2020-01-05 01:00:00,0.0,,0.0,20.53,0.0
2020-01-05 02:00:00,0.0,,0.0,20.16,0.0
2020-01-05 03:00:00,0.0,,0.0,20.2,0.0
2020-01-05 04:00:00,0.0,,0.0,20.28,0.0
2020-01-05 05:00:00,0.0,,0.0,19.8,0.0
2020-01-05 06:00:00,0.0,,0.0,19.65,0.0
2020-01-05 07:00:00,7.261324132102383,0.8463081739047067,0.03300601878228356,21.716,39.0
2020-01-05 08:00:00,39.65109407669258,0.8046082401926253,0.1802322458031481,34.196,224.0
2020-01-05 09:00:00,65.96264880461597,0.7648730148958253,0.29983022183916347,46.08800000000001,392.0
2020-01-05 10:00:00,115.15984891546833,0.6960730026285212,0.5234538587066743,66.67854,752.01
2020-01-05 11:00:00,125.85252797621627,0.6753919071386512,0.5720569453464376,72.86800000000001,847.0
2020-01-05 12:00:00,139.77170368373694,0.6482851459017438,0.6353259258351679,80.98054,980.01
2020-01-05 13:00:00,111.90987259580034,0.6911429878693203,0.5086812390718197,68.154,736.0
2020-01-05 14:00:00,114.16176257379631,0.6863982838732342,0.518917102608165,69.574,756.0
2020-01-05 15:00:00,90.36077480881926,0.7180608296950036,0.41073079458554207,60.098,572.0
2020-01-05 16:00:00,74.07802099255021,0.7400401697557464,0.3367182772388646,53.519999999999996,455.0
2020-01-05 17:00:00,14.435887943468671,0.8100947218557054,0.06561767247031214,32.554,81.0
2020-01-05 18:00:00,6.505925823299024,0.8214552807195737,0.029572390105904654,29.154,36.0
2020-01-05 19:00:00,0.0,,0.0,25.63,0.0
2020-01-05 20:00:00,0.0,,0.0,24.73,0.0
2020-01-05 21:00:00,0.0,,0.0,24.05,0.0
2020-01-05 22:00:00,0.0,,0.0,25.38,0.0
2020-01-05 23:00:00,0.0,,0.0,24.83,0.0
2020-01-06 00:00:00,0.0,,0.0,24.32,0.0
2020-01-06 01:00:00,0.0,,0.0,23.83,0.0
2020-01-06 02:00:00,0.0,,0.0,22.28,0.0
2020-01-06 03:00:00,0.0,,0.0,21.35,0.0
2020-01-06 04:00:00,0.0,,0.0,20.78,0.0
2020-01-06 05:00:00,0.0,,0.0,20.49,0.0
2020-01-06 06:00:00,0.0,,0.0,20.44,0.0
2020-01-06 07:00:00,1.4936424410295446,0.8486604778576958,0.006789283822861566,21.011999999999997,8.0
2020-01-06 08:00:00,5.706238041630789,0.8366917949605263,0.025937445643776317,24.594,31.0
2020-01-06 09:00:00,79.89891179903965,0.7472775140201987,0.3631768718138166,51.354,486.0
2020-01-06 10:00:00,91.24643929996923,0.7314930198811065,0.4147565422725874,56.078,567.0
2020-01-06 11:00:00,117.0592453120701,0.6910226995989971,0.5320874786912277,68.19,770.0
2020-01-06 12:00:00,111.17616546982347,0.6941568773090876,0.5053462066810158,67.25200000000001,728.0
2020-01-06 13:00:00,80.3212150469599,0.7346004668644586,0.36509643203163594,55.147999999999996,497.0
2020-01-06 14:00:00,86.9213330012965,0.7236208208566142,0.3950969681877114,58.434,546.0
2020-01-06 15:00:00,73.31937062353182,0.7389575753228363,0.3332698664705992,53.844,451.0
2020-01-06 16:00:00,67.11521893398185,0.7477185710113842,0.3050691769726448,51.222,408.0
2020-01-06 17:00:00,12.335177600151383,0.8125940448057565,0.056068989091597195,31.805999999999997,69.0
2020-01-06 18:00:00,6.523656314344681,0.8236939790839244,0.029652983247021276,28.483999999999998,36.0
2020-01-06 19:00:00,0.0,,0.0,25.31,0.0
2020-01-06 20:00:00,0.0,,0.0,25.15,0.0
2020-01-06 21:00:00,0.0,,0.0,23.66,0.0
2020-01-06 22:00:00,0.0,,0.0,24.58,0.0
2020-01-06 23:00:00,0.0,,0.0,23.63,0.0
2020-01-07 00:00:00,0.0,,0.0,21.63,0.0
2020-01-07 01:00:00,0.0,,0.0,20.51,0.0
2020-01-07 02:00:00,0.0,,0.0,20.38,0.0
2020-01-07 03:00:00,0.0,,0.0,20.02,0.0
2020-01-07 04:00:00,0.0,,0.0,19.71,0.0
2020-01-07 05:00:00,0.0,,0.0,19.67,0.0
2020-01-07 06:00:00,0.0,,0.0,19.79,0.0
2020-01-07 07:00:00,2.78891361951354,0.8451253392465273,0.01267688008869791,22.07,15.0
2020-01-07 08:00:00,19.98061679568722,0.8256453221358355,0.09082098543494191,27.900000000000002,110.0
2020-01-07 09:00:00,32.564909265220045,0.8088651084257339,0.1480223148419093,32.922,183.0
2020-01-07 10:00:00,77.57721573104877,0.7550828862278448,0.35262370786840347,49.018,467.0
2020-01-07 11:00:00,94.06488609561254,0.7308848958478054,0.4275676640709661,56.260000000000005,585.0
2020-01-07 12:00:00,105.49999134290188,0.7093867088683559,0.47954541519500854,62.694,676.0
2020-01-07 13:00:00,111.53573130112756,0.695446634874221,0.5069805968233071,66.866,729.0
2020-01-07 14:00:00,104.43751739531542,0.7085313256127234,0.4747159881605247,62.95,670.0
2020-01-07 15:00:00,85.30689093114114,0.7316199908331145,0.38775859514155064,56.040000000000006,530.0
2020-01-07 16:00:00,81.39496829200094,0.7370062322709249,0.36997712860000426,54.428,502.0
2020-01-07 17:00:00,16.32111254279244,0.8152403867528693,0.0741868751945111,31.014000000000003,91.0
2020-01-07 18:00:00,7.466489142502159,0.8277704149115476,0.03393858701137345,27.264,41.0
2020-01-07 19:00:00,0.0,,0.0,23.09,0.0
2020-01-07 20:00:00,0.0,,0.0,22.02,0.0
2020-01-07 21:00:00,0.0,,0.0,21.68,0.0
2020-01-07 22:00:00,0.0,,0.0,21.67,0.0
2020-01-07 23:00:00,0.0,,0.0,21.21,0.0
2020-01-08 00:00:00,0.0,,0.0,20.98,0.0
2020-01-08 01:00:00,0.0,,0.0,20.74,0.0
2020-01-08 02:00:00,0.0,,0.0,20.76,0.0
2020-01-08 03:00:00,0.0,,0.0,20.65,0.0
2020-01-08 04:00:00,0.0,,0.0,20.42,0.0
2020-01-08 05:00:00,0.0,,0.0,20.4,0.0
2020-01-08 06:00:00,0.0,,0.0,20.31,0.0
2020-01-08 07:00:00,2.7993887230541947,0.8482996130467257,0.012724494195700885,21.119999999999997,15.0
2020-01-08 08:00:00,18.77484343166461,0.8285456059869643,0.08534019741665733,27.032,103.0
2020-01-08 09:00:00,45.68872322903053,0.7956935428253313,0.2076760146774115,36.864,261.0
2020-01-08 10:00:00,89.79934013302952,0.7434951161866991,0.4081788187864978,52.486000000000004,549.0
2020-01-08 11:00:00,114.7322609707549,0.7066534920593427,0.5215102771397949,63.512,738.0
2020-01-08 12:00:00,119.16636862403924,0.6926666392934158,0.541665311927451,67.69800000000001,782.0
2020-01-08 13:00:00,102.79752048309076,0.7133762698340789,0.46726145674132163,61.5,655.0
2020-01-08 14:00:00,92.80471570267706,0.7248103381964781,0.42183961683035026,58.078,582.0
2020-01-08 15:00:00,109.59630814853695,0.7026305176851966,0.4981650370388043,64.71600000000001,709.0
2020-01-08 16:00:00,89.96407270998282,0.7302148233552875,0.4089276032271946,56.46054,560.01
2020-01-08 17:00:00,15.1235619512755,0.81837456446296,0.06874346341488864,30.076,84.0
2020-01-08 18:00:00,7.112533556125964,0.828966614933096,0.03232969798239074,26.906000000000002,39.0
2020-01-08 19:00:00,0.0,,0.0,23.77,0.0
2020-01-08 20:00:00,0.0,,0.0,22.41,0.0
2020-01-08 21:00:00,0.0,,0.0,21.75,0.0
2020-01-08 22:00:00,0.0,,0.0,22.06,0.0
2020-01-08 23:00:00,0.0,,0.0,21.86,0.0
2020-01-09 00:00:00,0.0,,0.0,21.38,0.0
2020-01-09 01:00:00,0.0,,0.0,20.27,0.0
2020-01-09 02:00:00,0.0,,0.0,20.29,0.0
2020-01-09 03:00:00,0.0,,0.0,20.47,0.0
2020-01-09 04:00:00,0.0,,0.0,20.19,0.0
2020-01-09 05:00:00,0.0,,0.0,20.42,0.0
2020-01-09 06:00:00,0.0,,0.0,19.79,0.0
2020-01-09 07:00:00,13.315969263160255,0.8406546251995111,0.0605271330143648,23.408,72.0
2020-01-09 08:00:00,8.854236740328012,0.8384693882886375,0.040246530637854605,24.061999999999998,48.0
2020-01-09 09:00:00,19.189842775810845,0.8228920572817686,0.08722655807186748,28.724,106.0
2020-01-09 10:00:00,94.9519722604641,0.729053841066217,0.43159987391120047,56.80800000000001,592.0
2020-01-09 11:00:00,136.30428016215663,0.6640495919957821,0.6195649098279847,76.26254,933.01
2020-01-09 12:00:00,129.62998998102367,0.6711016254971198,0.5892272271864712,74.152,878.0
2020-01-09 13:00:00,104.08058761462867,0.7082239222552305,0.47309358006649394,63.042,668.0
2020-01-09 14:00:00,95.66195346069513,0.7187224151817816,0.4348270611849779,59.900000000000006,605.0
2020-01-09 15:00:00,99.87451524692706,0.7137972787802106,0.4539750693042139,61.374,636.0
2020-01-09 16:00:00,85.3731229893175,0.7321880187763079,0.38805964995144315,55.870000000000005,530.0
2020-01-09 17:00:00,18.016638530207345,0.8108298168410146,0.08189381150094248,32.333999999999996,101.0
2020-01-09 18:00:00,6.892003590343257,0.8244023433424948,0.0313272890470148,28.272,38.0
2020-01-09 19:00:00,0.0,,0.0,24.88,0.0
2020-01-09 20:00:00,0.0,,0.0,23.3,0.0
2020-01-09 21:00:00,0.0,,0.0,22.65,0.0
2020-01-09 22:00:00,0.0,,0.0,22.12,0.0
2020-01-09 23:00:00,0.0,,0.0,20.88,0.0
2020-01-10 00:00:00,0.0,,0.0,20.26,0.0
2020-01-10 01:00:00,0.0,,0.0,19.68,0.0
2020-01-10 02:00:00,0.0,,0.0,19.42,0.0
2020-01-10 03:00:00,0.0,,0.0,18.84,0.0
2020-01-10 04:00:00,0.0,,0.0,18.64,0.0
2020-01-10 05:00:00,0.0,,0.0,18.3,0.0
2020-01-10 06:00:00,0.0,,0.0,18.03,0.0
2020-01-10 07:00:00,15.741985600896301,0.8418174118126365,0.07155448000407409,23.06,85.0
2020-01-10 08:00:00,58.19157011457103,0.7848876465412872,0.26450713688441374,40.098,337.0
2020-01-10 09:00:00,93.95809998987535,0.7325470792632228,0.4270822726812516,55.76254000000001,583.01
2020-01-10 10:00:00,104.95642535601506,0.7109905524726667,0.4770746607091594,62.214,671.0
2020-01-10 11:00:00,110.85642855501345,0.6979125444158489,0.5038928570682429,66.12800000000001,722.0
2020-01-10 12:00:00,107.69362063274221,0.6993092248879365,0.4895164574215555,65.71,700.0
2020-01-10 13:00:00,70.83279716090601,0.7487610693541862,0.32196725982230007,50.910000000000004,430.0
2020-01-10 14:00:00,63.41819984360679,0.7565998549702552,0.28826454474366725,48.564,381.0
2020-01-10 15:00:00,86.38067799055149,0.7284590823962851,0.3926394454115977,56.986000000000004,539.0
2020-01-10 16:00:00,91.5352713768412,0.7273813663210051,0.41606941534927816,57.30854,572.01
2020-01-10 17:00:00,27.7061240072129,0.8072879955481614,0.12593692730551317,33.394,156.0
2020-01-10 18:00:00,7.298317052143078,0.8293542104708043,0.033174168418832174,26.79,40.0
2020-01-10 19:00:00,0.0,,0.0,24.1,0.0
2020-01-10 20:00:00,0.0,,0.0,23.39,0.0
2020-01-10 21:00:00,0.0,,0.0,22.58,0.0
2020-01-10 22:00:00,0.0,,0.0,22.04,0.0
2020-01-10 23:00:00,0.0,,0.0,20.76,0.0
2020-01-11 00:00:00,0.0,,0.0,20.71,0.0
2020-01-11 01:00:00,0.0,,0.0,20.66,0.0
2020-01-11 02:00:00,0.0,,0.0,20.45,0.0
2020-01-11 03:00:00,0.0,,0.0,20.66,0.0
2020-01-11 04:00:00,0.0,,0.0,20.45,0.0
2020-01-11 05:00:00,0.0,,0.0,20.61,0.0
2020-01-11 06:00:00,0.0,,0.0,19.74,0.0
2020-01-11 07:00:00,14.61766223143591,0.8410622687822733,0.0664439192337996,23.286,79.0
2020-01-11 08:00:00,55.51672559449783,0.7885898521945713,0.25234875270226287,38.989999999999995,320.0
2020-01-11 09:00:00,80.23506632525158,0.7519687565628077,0.36470484693296173,49.95,485.0
2020-01-11 10:00:00,103.2693779541607,0.7166507838595468,0.4694062634280032,60.52,655.0
2020-01-11 11:00:00,133.59722966058703,0.6651188210653226,0.6072601348208502,75.94254000000001,913.01
2020-01-11 12:00:00,114.20168558244846,0.6912098146861667,0.5190985708293112,68.13399999999999,751.0
2020-01-11 13:00:00,118.21587022537496,0.6810454558438469,0.5373448646607952,71.176,789.0
2020-01-11 14:00:00,105.50243185825312,0.6990619656656051,0.4795565084466051,65.78399999999999,686.0
2020-01-11 15:00:00,100.60714619384542,0.7057179166234948,0.4573052099720247,63.792,648.0
2020-01-11 16:00:00,83.59791564587503,0.7279511985882535,0.37999052566306835,57.138,522.0
2020-01-11 17:00:00,14.590962111379511,0.8088116469722567,0.06632255505172505,32.938,82.0
2020-01-11 18:00:00,7.03398130599583,0.8198113410251551,0.03197264229998105,29.646,39.0
2020-01-11 19:00:00,0.0,,0.0,26.08,0.0
2020-01-11 20:00:00,0.0,,0.0,24.69,0.0
2020-01-11 21:00:00,0.0,,0.0,23.73,0.0
2020-01-11 22:00:00,0.0,,0.0,24.78,0.0
2020-01-11 23:00:00,0.0,,0.0,23.62,0.0
2020-01-12 00:00:00,0.0,,0.0,22.33,0.0
2020-01-12 01:00:00,0.0,,0.0,21.59,0.0
2020-01-12 02:00:00,0.0,,0.0,22.3,0.0
2020-01-12 03:00:00,0.0,,0.0,21.92,0.0
2020-01-12 04:00:00,0.0,,0.0,21.48,0.0
2020-01-12 05:00:00,0.0,,0.0,21.18,0.0
2020-01-12 06:00:00,0.0,,0.0,19.55,0.0
2020-01-12 07:00:00,12.763774731335866,0.8408283749233114,0.058017157869708486,23.355999999999998,69.0
2020-01-12 08:00:00,40.668541986238885,0.8037261262102546,0.18485700902835858,34.46,230.0
2020-01-12 09:00:00,88.07555268380942,0.7413767060926719,0.4003434212900428,53.120000000000005,540.0
2020-01-12 10:00:00,96.375845366248,0.7252848085960867,0.43807202439203635,57.936,604.0
2020-01-12 11:00:00,110.39027983159941,0.7017818171112487,0.5017739992345428,64.97,715.0
2020-01-12 12:00:00,91.15547129553723,0.7243759638869773,0.41434305134335103,58.208,572.0
2020-01-12 13:00:00,63.468612657699296,0.7572012963218717,0.28849369389863316,48.384,381.0
2020-01-12 14:00:00,35.70194328711639,0.7877745650290466,0.1622815603959836,39.234,206.0
2020-01-12 15:00:00,84.67698509784981,0.7317402791034376,0.38489538680840824,56.004000000000005,526.0
2020-01-12 16:00:00,91.73246750184134,0.7238863237999447,0.4169657613720061,58.35454,576.01
2020-01-12 17:00:00,18.06489751599289,0.8130016883885189,0.0821131705272404,31.684,101.0
2020-01-12 18:00:00,6.397090600154097,0.8307909870329996,0.029077684546154985,26.36,35.0
2020-01-12 19:00:00,0.0,,0.0,22.3,0.0
2020-01-12 20:00:00,0.0,,0.0,21.75,0.0
2020-01-12 21:00:00,0.0,,0.0,21.2,0.0
2020-01-12 22:00:00,0.0,,0.0,20.68,0.0
2020-01-12 23:00:00,0.0,,0.0,21.3,0.0
2020-01-13 00:00:00,0.0,,0.0,20.54,0.0
2020-01-13 01:00:00,0.0,,0.0,20.85,0.0
2020-01-13 02:00:00,0.0,,0.0,20.2,0.0
2020-01-13 03:00:00,0.0,,0.0,19.96,0.0
2020-01-13 04:00:00,0.0,,0.0,19.49,0.0
2020-01-13 05:00:00,0.0,,0.0,19.45,0.0
2020-01-13 06:00:00,0.0,,0.0,19.32,0.0
2020-01-13 07:00:00,2.8119588473029813,0.852108741606964,0.012781631124104461,19.98,15.0
2020-01-13 08:00:00,23.107926981117906,0.8270553679712922,0.10503603173235412,27.478,127.0
2020-01-13 09:00:00,54.65691145360121,0.786204134833159,0.24844050660727823,39.70400000000001,316.0
2020-01-13 10:00:00,12.828657155119192,0.8330296853973501,0.05831207797781451,25.69,70.0
2020-01-13 11:00:00,24.136517460451515,0.8187421119556144,0.10971144300205234,29.966,134.0
2020-01-13 12:00:00,42.128856690824485,0.8012334859418883,0.1914948031401113,35.206,239.0
2020-01-13 13:00:00,103.0119447499255,0.7248237035598473,0.4682361124996614,58.074,646.0
2020-01-13 14:00:00,104.02938236814201,0.7263607203473119,0.47286082894610004,57.614,651.0
2020-01-13 15:00:00,56.089830638274314,0.7796751548272771,0.2549537756285196,41.658,327.0
2020-01-13 16:00:00,13.222193195884367,0.8232997008645311,0.06010087816311076,28.602,73.0
2020-01-13 17:00:00,17.833658686464197,0.8188089387724609,0.08106208493847362,29.946,99.0
2020-01-13 18:00:00,1.4785876957304134,0.8401066453013712,0.00672085316241097,23.572,8.0
2020-01-13 19:00:00,0.0,,0.0,22.31,0.0
2020-01-13 20:00:00,0.0,,0.0,21.36,0.0
2020-01-13 21:00:00,0.0,,0.0,20.6,0.0
2020-01-13 22:00:00,0.0,,0.0,20.4,0.0
2020-01-13 23:00:00,0.0,,0.0,20.65,0.0
2020-01-14 00:00:00,0.0,,0.0,20.67,0.0
2020-01-14 01:00:00,0.0,,0.0,20.66,0.0
2020-01-14 02:00:00,0.0,,0.0,20.29,0.0
2020-01-14 03:00:00,0.0,,0.0,20.18,0.0
2020-01-14 04:00:00,0.0,,0.0,19.19,0.0
2020-01-14 05:00:00,0.0,,0.0,18.73,0.0
2020-01-14 06:00:00,0.0,,0.0,18.66,0.0
2020-01-14 07:00:00,3.192660129624663,0.853652441076113,0.014512091498293923,19.518,17.0
2020-01-14 08:00:00,12.352833111508534,0.8380483793425058,0.05614924141594788,24.188000000000002,67.0
2020-01-14 09:00:00,40.038024553919776,0.7982062311387514,0.18199102069963535,36.112,228.0
2020-01-14 10:00:00,0.0,,0.0,24.96,0.0
2020-01-14 11:00:00,109.61310065838133,0.7017484037028254,0.49824136662900603,64.98,710.0
2020-01-14 12:00:00,114.50137204643922,0.68935202917784,0.5204607820292692,68.69,755.0
2020-01-14 13:00:00,119.42637319053303,0.6794081988311129,0.5428471508660592,71.666,799.0
2020-01-14 14:00:00,77.49740793868374,0.7354090713482989,0.35226094517583517,54.906,479.0
2020-01-14 15:00:00,65.03197444751551,0.7521625543316622,0.2955998838523432,49.891999999999996,393.0
2020-01-14 16:00:00,39.882357899450774,0.7881888912934936,0.1812834449975035,39.11,230.0
2020-01-14 17:00:00,17.039501759465427,0.8152871655246616,0.07745228072484285,31.0,95.0
2020-01-14 18:00:00,8.709922892812125,0.8248033042435724,0.03959055860369148,28.151999999999997,48.0
2020-01-14 19:00:00,0.0,,0.0,24.0,0.0
2020-01-14 20:00:00,0.0,,0.0,23.12,0.0
2020-01-14 21:00:00,0.0,,0.0,22.58,0.0
2020-01-14 22:00:00,0.0,,0.0,22.05,0.0
2020-01-14 23:00:00,0.0,,0.0,21.35,0.0
2020-01-15 00:00:00,0.0,,0.0,21.07,0.0
2020-01-15 01:00:00,0.0,,0.0,20.68,0.0
2020-01-15 02:00:00,0.0,,0.0,19.95,0.0
2020-01-15 03:00:00,0.0,,0.0,19.45,0.0
2020-01-15 04:00:00,0.0,,0.0,19.59,0.0
2020-01-15 05:00:00,0.0,,0.0,19.29,0.0
2020-01-15 06:00:00,0.0,,0.0,18.59,0.0
2020-01-15 07:00:00,5.064741230611109,0.8526500388234189,0.02302155104823231,19.817999999999998,27.0
2020-01-15 08:00:00,15.58077927061801,0.8331967524394658,0.07082172395735459,25.64,85.0
2020-01-15 09:00:00,48.115307060095226,0.7867120186411907,0.21870594118225103,39.552,278.0
2020-01-15 10:00:00,61.29249480059902,0.7674993087978841,0.2786022490936319,45.30199999999999,363.0
2020-01-15 11:00:00,117.50462172138924,0.6900670761180951,0.5341119169154056,68.476,774.0
2020-01-15 12:00:00,125.50742440365316,0.6743360434324799,0.570488292743878,73.184,846.0
2020-01-15 13:00:00,115.26087659583051,0.690267556568634,0.5239130754355932,68.416,759.0
2020-01-15 14:00:00,90.37438876794717,0.7232265426372213,0.4107926762179417,58.552,568.0
2020-01-15 15:00:00,114.36259640454263,0.6912632761396436,0.5198299836570119,68.11800000000001,752.0
2020-01-15 16:00:00,93.92630792566331,0.7211664723543008,0.4269377632984696,59.16854,592.01
2020-01-15 17:00:00,14.923629346981157,0.8172852873483656,0.06783467884991434,30.402,83.0
2020-01-15 18:00:00,7.093038837115565,0.8266945031603223,0.03224108562325257,27.586000000000002,39.0
