vehicle_id,travel_sequences,trip_repetitions,total_distance_km,total_operation_time_s,terminal_time_s,stop_time_s,travel_time_s,trip_id
1011F110_0,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '06:32:47', 'offset_from_start': 0, 'operating': True}, {'start_time': '06:32:47', 'end_time': '07:05:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:05:34', 'end_time': '07:38:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:38:22', 'end_time': '08:11:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:11:09', 'end_time': '08:43:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:43:56', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '09:32:47', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:32:47', 'end_time': '10:05:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '10:05:34', 'end_time': '10:38:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '10:38:22', 'end_time': '11:11:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '11:11:09', 'end_time': '11:43:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '11:43:56', 'end_time': '12:16:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '12:16:44', 'end_time': '12:49:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '12:49:31', 'end_time': '13:22:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '13:22:18', 'end_time': '13:55:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '13:55:06', 'end_time': '14:27:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '14:27:53', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:00:00', 'end_time': '15:32:47', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:32:47', 'end_time': '16:05:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:05:34', 'end_time': '16:38:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:38:22', 'end_time': '17:11:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:11:09', 'end_time': '17:43:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:43:56', 'end_time': '18:16:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:16:44', 'end_time': '18:49:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:49:31', 'end_time': '19:22:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:22:18', 'end_time': '19:55:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:55:06', 'end_time': '20:27:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:27:53', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",27.448007126507736,359.2522421869976,54000.00000000001,2754.570694810024,12626.083278193551,38619.346026996376,1011F110
1011F110_1,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '06:27:47', 'offset_from_start': 300, 'operating': True}, {'start_time': '06:27:47', 'end_time': '07:00:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:00:34', 'end_time': '07:33:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:33:22', 'end_time': '08:06:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:06:09', 'end_time': '08:38:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:38:56', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '09:17:47', 'offset_from_start': 900, 'operating': True}, {'start_time': '09:17:47', 'end_time': '09:50:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:50:34', 'end_time': '10:23:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '10:23:22', 'end_time': '10:56:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '10:56:09', 'end_time': '11:28:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '11:28:56', 'end_time': '12:01:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '12:01:44', 'end_time': '12:34:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '12:34:31', 'end_time': '13:07:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '13:07:18', 'end_time': '13:40:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '13:40:06', 'end_time': '14:12:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '14:12:53', 'end_time': '14:45:40', 'offset_from_start': 0, 'operating': True}, {'start_time': '14:45:40', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:00:00', 'end_time': '15:27:47', 'offset_from_start': 300, 'operating': True}, {'start_time': '15:27:47', 'end_time': '16:00:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:00:34', 'end_time': '16:33:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:33:22', 'end_time': '17:06:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:06:09', 'end_time': '17:38:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:38:56', 'end_time': '18:11:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:11:44', 'end_time': '18:44:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:44:31', 'end_time': '19:17:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:17:18', 'end_time': '19:50:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:50:06', 'end_time': '20:22:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:22:53', 'end_time': '20:55:40', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:55:40', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",27.44800712650774,359.2522421869976,54000.0,2754.5706948100237,12626.083278193553,38619.346026996405,1011F110
1011F110_2,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '06:22:47', 'offset_from_start': 600, 'operating': True}, {'start_time': '06:22:47', 'end_time': '06:55:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '06:55:34', 'end_time': '07:28:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:28:22', 'end_time': '08:01:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:01:09', 'end_time': '08:33:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:33:56', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '15:00:00', 'end_time': '15:22:47', 'offset_from_start': 600, 'operating': True}, {'start_time': '15:22:47', 'end_time': '15:55:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:55:34', 'end_time': '16:28:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:28:22', 'end_time': '17:01:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:01:09', 'end_time': '17:33:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:33:56', 'end_time': '18:06:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:06:44', 'end_time': '18:39:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:39:31', 'end_time': '19:12:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:12:18', 'end_time': '19:45:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:45:06', 'end_time': '20:17:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:17:53', 'end_time': '20:50:40', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:50:40', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",16.468804275904645,215.5513453121987,32400.0,1652.7424168860148,7575.649966916135,23171.60761619783,1011F110
1011F110_3,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '06:17:47', 'offset_from_start': 900, 'operating': True}, {'start_time': '06:17:47', 'end_time': '06:50:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '06:50:34', 'end_time': '07:23:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:23:22', 'end_time': '07:56:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:56:09', 'end_time': '08:28:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:28:56', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '15:00:00', 'end_time': '15:17:47', 'offset_from_start': 900, 'operating': True}, {'start_time': '15:17:47', 'end_time': '15:50:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:50:34', 'end_time': '16:23:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:23:22', 'end_time': '16:56:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:56:09', 'end_time': '17:28:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:28:56', 'end_time': '18:01:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:01:44', 'end_time': '18:34:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:34:31', 'end_time': '19:07:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:07:18', 'end_time': '19:40:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:40:06', 'end_time': '20:12:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:12:53', 'end_time': '20:45:40', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:45:40', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",16.468804275904645,215.5513453121987,32400.0,1652.742416886015,7575.649966916136,23171.607616197834,1011F110
1011F110_4,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '06:12:47', 'offset_from_start': 1200, 'operating': True}, {'start_time': '06:12:47', 'end_time': '06:45:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '06:45:34', 'end_time': '07:18:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:18:22', 'end_time': '07:51:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:51:09', 'end_time': '08:23:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:23:56', 'end_time': '08:56:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:56:44', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '15:00:00', 'end_time': '15:12:47', 'offset_from_start': 1200, 'operating': True}, {'start_time': '15:12:47', 'end_time': '15:45:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:45:34', 'end_time': '16:18:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:18:22', 'end_time': '16:51:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:51:09', 'end_time': '17:23:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:23:56', 'end_time': '17:56:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:56:44', 'end_time': '18:29:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:29:31', 'end_time': '19:02:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:02:18', 'end_time': '19:35:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:35:06', 'end_time': '20:07:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:07:53', 'end_time': '20:40:40', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:40:40', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",16.46880427590465,215.55134531219866,32400.0,1652.7424168860148,7575.649966916138,23171.607616197827,1011F110
1011F110_5,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '06:07:47', 'offset_from_start': 1500, 'operating': True}, {'start_time': '06:07:47', 'end_time': '06:40:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '06:40:34', 'end_time': '07:13:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:13:22', 'end_time': '07:46:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:46:09', 'end_time': '08:18:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:18:56', 'end_time': '08:51:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:51:44', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '15:00:00', 'end_time': '15:07:47', 'offset_from_start': 1500, 'operating': True}, {'start_time': '15:07:47', 'end_time': '15:40:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:40:34', 'end_time': '16:13:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:13:22', 'end_time': '16:46:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:46:09', 'end_time': '17:18:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:18:56', 'end_time': '17:51:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:51:44', 'end_time': '18:24:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:24:31', 'end_time': '18:57:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:57:18', 'end_time': '19:30:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:30:06', 'end_time': '20:02:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:02:53', 'end_time': '20:35:40', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:35:40', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",16.468804275904645,215.5513453121987,32400.0,1652.7424168860148,7575.649966916129,23171.60761619783,1011F110
1011F110_6,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '06:02:47', 'offset_from_start': 1800, 'operating': True}, {'start_time': '06:02:47', 'end_time': '06:35:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '06:35:34', 'end_time': '07:08:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:08:22', 'end_time': '07:41:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:41:09', 'end_time': '08:13:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:13:56', 'end_time': '08:46:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:46:44', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '15:00:00', 'end_time': '15:02:47', 'offset_from_start': 1800, 'operating': True}, {'start_time': '15:02:47', 'end_time': '15:35:34', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:35:34', 'end_time': '16:08:22', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:08:22', 'end_time': '16:41:09', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:41:09', 'end_time': '17:13:56', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:13:56', 'end_time': '17:46:44', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:46:44', 'end_time': '18:19:31', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:19:31', 'end_time': '18:52:18', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:52:18', 'end_time': '19:25:06', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:25:06', 'end_time': '19:57:53', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:57:53', 'end_time': '20:30:40', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:30:40', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",16.468804275904645,215.55134531219866,32400.0,1652.742416886015,7575.649966916141,23171.60761619782,1011F110
1107D110_0,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '07:05:19', 'offset_from_start': 0, 'operating': True}, {'start_time': '07:05:19', 'end_time': '08:10:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:10:38', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '10:05:19', 'offset_from_start': 0, 'operating': True}, {'start_time': '10:05:19', 'end_time': '11:10:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '11:10:38', 'end_time': '12:15:58', 'offset_from_start': 0, 'operating': True}, {'start_time': '12:15:58', 'end_time': '13:21:17', 'offset_from_start': 0, 'operating': True}, {'start_time': '13:21:17', 'end_time': '14:26:36', 'offset_from_start': 0, 'operating': True}, {'start_time': '14:26:36', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:00:00', 'end_time': '16:05:19', 'offset_from_start': 0, 'operating': True}, {'start_time': '16:05:19', 'end_time': '17:10:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:10:38', 'end_time': '18:15:58', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:15:58', 'end_time': '19:21:17', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:21:17', 'end_time': '20:26:36', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:26:36', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",13.777747169290697,363.46315237884414,54000.0,1300.1170774630732,9919.977961889308,42779.90496064766,1107D110
1107D110_1,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '07:00:19', 'offset_from_start': 300, 'operating': True}, {'start_time': '07:00:19', 'end_time': '08:05:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:05:38', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '09:50:19', 'offset_from_start': 900, 'operating': True}, {'start_time': '09:50:19', 'end_time': '10:55:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '10:55:38', 'end_time': '12:00:58', 'offset_from_start': 0, 'operating': True}, {'start_time': '12:00:58', 'end_time': '13:06:17', 'offset_from_start': 0, 'operating': True}, {'start_time': '13:06:17', 'end_time': '14:11:36', 'offset_from_start': 0, 'operating': True}, {'start_time': '14:11:36', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:00:00', 'end_time': '16:00:19', 'offset_from_start': 300, 'operating': True}, {'start_time': '16:00:19', 'end_time': '17:05:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:05:38', 'end_time': '18:10:58', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:10:58', 'end_time': '19:16:17', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:16:17', 'end_time': '20:21:36', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:21:36', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",13.777747169290699,363.4631523788441,54000.0,1300.1170774630734,9919.97796188926,42779.90496064764,1107D110
1107D110_2,"[{'start_time': '00:00:00', 'end_time': '06:00:00', 'offset_from_start': 0, 'operating': False}, {'start_time': '06:00:00', 'end_time': '06:55:19', 'offset_from_start': 600, 'operating': True}, {'start_time': '06:55:19', 'end_time': '08:00:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '08:00:38', 'end_time': '09:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '09:00:00', 'end_time': '09:35:19', 'offset_from_start': 1800, 'operating': True}, {'start_time': '09:35:19', 'end_time': '10:40:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '10:40:38', 'end_time': '11:45:58', 'offset_from_start': 0, 'operating': True}, {'start_time': '11:45:58', 'end_time': '12:51:17', 'offset_from_start': 0, 'operating': True}, {'start_time': '12:51:17', 'end_time': '13:56:36', 'offset_from_start': 0, 'operating': True}, {'start_time': '13:56:36', 'end_time': '15:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '15:00:00', 'end_time': '15:55:19', 'offset_from_start': 600, 'operating': True}, {'start_time': '15:55:19', 'end_time': '17:00:38', 'offset_from_start': 0, 'operating': True}, {'start_time': '17:00:38', 'end_time': '18:05:58', 'offset_from_start': 0, 'operating': True}, {'start_time': '18:05:58', 'end_time': '19:11:17', 'offset_from_start': 0, 'operating': True}, {'start_time': '19:11:17', 'end_time': '20:16:36', 'offset_from_start': 0, 'operating': True}, {'start_time': '20:16:36', 'end_time': '21:00:00', 'offset_from_start': 0, 'operating': True}, {'start_time': '21:00:00', 'end_time': '23:59:59', 'offset_from_start': 0, 'operating': False}]",13.7777471692907,363.4631523788441,54000.0,1300.1170774630734,9919.977961889323,42779.90496064762,1107D110
